t,b
23.4,1
23.41,1
23.42,1
23.43,1
23.44,1
23.45,1
23.46,1
23.47,1
23.48,1
23.49,1
23.5,1
23.51,1
23.52,1
23.53,1
23.54,1
23.55,1
23.56,1
23.57,1
23.58,1
23.59,1
23.6,1
23.61,1
23.62,1
23.63,1
23.64,1
23.65,1
23.66,1
23.67,1
23.68,1
23.69,1
23.7,1
23.71,1
23.72,1
23.73,1
23.74,1
23.75,1
23.76,1
23.77,1
23.78,1
23.79,1
23.8,1
23.81,1
23.82,1
23.83,1
23.84,1
23.85,1
23.86,1
23.87,1
23.88,1
23.89,1
23.9,1
23.91,1
23.92,1
23.93,1
23.94,1
23.95,1
23.96,1
23.97,1
23.98,1
23.99,1
24,1
24.01,1
24.02,1
24.03,1
24.04,1
24.05,1
24.06,1
24.07,1
24.08,1
24.09,1
24.1,1
24.11,1
24.12,1
24.13,1
24.14,1
24.15,1
24.16,1
24.17,1
24.18,1
24.19,1
24.2,1
24.21,1
24.22,1
24.23,1
24.24,1
24.25,1
24.26,1
24.27,1
24.28,1
24.29,1
24.3,1
24.31,1
24.32,1
24.33,1
24.34,1
24.35,1
24.36,1
24.37,1
24.38,1
24.39,1
24.4,1
24.41,1
24.42,1
24.43,1
24.44,1
24.45,1
24.46,1
24.47,1
24.48,1
24.49,1
24.5,1
24.51,1
24.52,1
24.53,1
24.54,1
24.55,1
24.56,1
24.57,1
24.58,1
24.59,1
24.6,1
24.61,1
24.62,1
24.63,1
24.64,1
24.65,1
24.66,1
24.67,1
24.68,1
24.69,1
24.7,1
24.71,1
24.72,1
24.73,1
24.74,1
24.75,1
24.76,1
24.77,1
24.78,1
24.79,1
24.8,1
24.81,1
24.82,1
24.83,1
24.84,1
24.85,1
24.86,1
24.87,1
24.88,1
24.89,1
24.9,1
24.91,1
24.92,1
24.93,1
24.94,1
24.95,1
24.96,1
24.97,1
24.98,1
24.99,1
25,1
25.01,1
25.02,1
25.03,1
25.04,1
25.05,1
25.06,1
25.07,1
25.08,1
25.09,1
25.1,1
25.11,1
25.12,1
25.13,1
25.14,1
25.15,1
25.16,1
25.17,1
25.18,1
25.19,1
25.2,1
25.21,1
25.22,1
25.23,1
25.24,1
25.25,1
25.26,1
25.27,1
25.28,1
25.29,1
25.3,1
25.31,1
25.32,1
25.33,1
25.34,1
25.35,1
25.36,1
25.37,1
25.38,1
25.39,1
25.4,1
25.41,1
25.42,1
25.43,1
25.44,1
25.45,1
25.46,1
25.47,1
25.48,1
25.49,1
25.5,1
25.51,1
25.52,1
25.53,1
25.54,1
25.55,1
25.56,1
25.57,1
25.58,1
25.59,1
25.6,1
25.61,1
25.62,1
25.63,1
25.64,1
25.65,1
25.66,1
25.67,1
25.68,1
25.69,1
25.7,1
25.71,1
25.72,1
25.73,1
25.74,1
25.75,1
25.76,1
25.77,1
25.78,1
25.79,1
25.8,1
25.81,1
25.82,1
25.83,1
25.84,1
25.85,1
25.86,1
25.87,1
25.88,1
25.89,1
25.9,1
25.91,1
25.92,1
25.93,1
25.94,1
25.95,1
25.96,1
25.97,1
25.98,1
25.99,1
26,1
26.01,1
26.02,1
26.03,1
26.04,1
26.05,1
26.06,1
26.07,1
26.08,1
26.09,1
26.1,1
26.11,1
26.12,1
26.13,1
26.14,1
26.15,1
26.16,1
26.17,1
26.18,1
26.19,1
26.2,1
26.21,1
26.22,1
26.23,1
26.24,1
26.25,1
26.26,1
26.27,1
26.28,1
26.29,1
26.3,1
26.31,1
26.32,1
26.33,1
26.34,1
26.35,1
26.36,1
26.37,1
26.38,1
26.39,1
26.4,1
26.41,1
26.42,1
26.43,1
26.44,1
26.45,1
26.46,1
26.47,1
26.48,1
26.49,1
26.5,1
26.51,1
26.52,1
26.53,1
26.54,1
26.55,1
26.56,1
26.57,1
26.58,1
26.59,1
26.6,1
26.61,1
26.62,1
26.63,1
26.64,1
26.65,1
26.66,1
26.67,1
26.68,1
26.69,1
26.7,1
26.71,1
26.72,1
26.73,1
26.74,1
26.75,1
26.76,1
26.77,1
26.78,1
26.79,1
26.8,1
26.81,1
26.82,1
26.83,1
26.84,1
26.85,1
26.86,1
26.87,1
26.88,1
26.89,1
26.9,1
26.91,1
26.92,1
26.93,1
26.94,1
26.95,1
26.96,1
26.97,1
26.98,1
26.99,1
27,1
27.01,1
27.02,1
27.03,1
27.04,1
27.05,1
27.06,1
27.07,1
27.08,1
27.09,1
27.1,1
27.11,1
27.12,1
27.13,1
27.14,1
27.15,1
27.16,1
27.17,1
27.18,1
27.19,1
27.2,1
27.21,1
27.22,1
27.23,1
27.24,1
27.25,1
27.26,1
27.27,1
27.28,1
27.29,1
27.3,1
27.31,1
27.32,1
27.33,1
27.34,1
27.35,1
27.36,1
27.37,1
27.38,1
27.39,1
27.4,1
27.41,1
27.42,1
27.43,1
27.44,1
27.45,1
27.46,1
27.47,1
27.48,1
27.49,1
27.5,1
27.51,1
27.52,1
27.53,1
27.54,1
27.55,1
27.56,1
27.57,1
27.58,1
27.59,1
27.6,1
27.61,1
27.62,1
27.63,1
27.64,1
27.65,1
27.66,1
27.67,1
27.68,1
27.69,1
27.7,1
27.71,1
27.72,1
27.73,1
27.74,1
27.75,1
27.76,1
27.77,1
27.78,1
27.79,1
27.8,1
27.81,1
27.82,1
27.83,1
27.84,1
27.85,1
27.86,1
27.87,1
27.88,1
27.89,1
27.9,1
27.91,1
27.92,1
27.93,1
27.94,1
27.95,1
27.96,1
27.97,1
27.98,1
27.99,1
28,1
28.01,1
28.02,1
28.03,1
28.04,1
28.05,1
28.06,1
28.07,1
28.08,1
28.09,1
28.1,1
28.11,1
28.12,1
28.13,1
28.14,1
28.15,1
28.16,1
28.17,1
28.18,1
28.19,1
28.2,1
28.21,1
28.22,1
28.23,1
28.24,1
28.25,1
28.26,1
28.27,1
28.28,1
28.29,1
28.3,1
28.31,1
28.32,1
28.33,1
28.34,1
28.35,1
28.36,1
28.37,1
28.38,1
28.39,1
28.4,1
28.41,1
28.42,1
28.43,1
28.44,1
28.45,1
28.46,1
28.47,1
28.48,1
28.49,1
28.5,1
28.51,1
28.52,1
28.53,1
28.54,1
28.55,1
28.56,1
28.57,1
28.58,1
28.59,1
28.6,1
28.61,1
28.62,1
28.63,1
28.64,1
28.65,1
28.66,1
28.67,1
28.68,1
28.69,1
28.7,1
28.71,1
28.72,1
28.73,1
28.74,1
28.75,1
28.76,1
28.77,1
28.78,1
28.79,1
28.8,1
28.81,1
28.82,1
28.83,1
28.84,1
28.85,1
28.86,1
28.87,1
28.88,1
28.89,1
28.9,1
28.91,1
28.92,1
28.93,1
28.94,1
28.95,1
28.96,1
28.97,1
28.98,1
28.99,1
29,1
29.01,1
29.02,1
29.03,1
29.04,1
29.05,1
29.06,1
29.07,1
29.08,1
29.09,1
29.1,1
29.11,1
29.12,1
29.13,1
29.14,1
29.15,1
29.16,1
29.17,1
29.18,1
29.19,1
29.2,1
29.21,1
29.22,1
29.23,1
29.24,1
29.25,1
29.26,1
29.27,1
29.28,1
29.29,1
29.3,1
29.31,1
29.32,1
29.33,1
29.34,1
29.35,1
29.36,1
29.37,1
29.38,1
29.39,1
29.4,1
29.41,1
29.42,1
29.43,1
29.44,1
29.45,1
29.46,1
29.47,1
29.48,1
29.49,1
29.5,1
29.51,1
29.52,1
29.53,1
29.54,1
29.55,1
29.56,1
29.57,1
29.58,1
29.59,1
29.6,1
29.61,1
29.62,1
29.63,1
29.64,1
29.65,1
29.66,1
29.67,1
29.68,1
29.69,1
29.7,1
29.71,1
29.72,1
29.73,1
29.74,1
29.75,1
29.76,1
29.77,1
29.78,1
29.79,1
29.8,1
29.81,1
29.82,1
29.83,1
29.84,1
29.85,1
29.86,1
29.87,1
29.88,1
29.89,1
29.9,1
29.91,1
29.92,1
29.93,1
29.94,1
29.95,1
29.96,1
29.97,1
29.98,1
29.99,1
30,1
